Race,Sex,Age At Release ,Offense Class,Offense Type,Release Type,Recidivism,Recidivism Type
White,Male,3,Felony,Property,Parole,1,Tech
White,Female,3,Felony,Drug,Parole,1,New
Black,Male,1,Felony,Drug,Parole,1,New
White,Male,2,Misdemeanor,Public Order,,1,New
White,Male,2,Felony,Public Order,Parole,0,
White,Male,2,Misdemeanor,Property,,0,
White,Male,4,Felony,Other,,0,
Black,Female,2,Felony,Violent,Parole,1,New
Black,Female,2,Felony,Property,,0,
Black,Male,1,Felony,Violent,,0,
Black,Male,3,Felony,Drug,Parole,1,New
White,Male,1,Felony,Drug,Parole,1,New
Hispanic,Male,3,Felony,Violent,,0,
White,Male,1,Felony,Other,Parole,1,New
Native American,Male,2,Felony,Property,Parole,1,Tech
White,Male,1,Misdemeanor,Violent,,1,New
White,Male,1,Felony,Other,Parole,0,
White,Male,1,Misdemeanor,Violent,,1,New
White,Male,1,Felony,Drug,Parole,1,Tech
Black,Male,3,Felony,Violent,Parole,0,
Black,Male,1,Felony,Drug,Parole,1,New
Black,Male,1,Felony,Violent,,0,
Black,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Violent,Parole,0,
White,Male,1,Felony,Drug,,0,
White,Male,1,Felony,Drug,Parole,1,Tech
Black,Male,1,Felony,Property,Parole,1,New
White,Female,2,Felony,Drug,Parole,0,
Black,Male,1,Felony,Drug,,0,
White,Male,2,Felony,Drug,Parole,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,2,Felony,Drug,Parole,0,
White,Male,2,Felony,Public Order,,0,
White,Male,1,Felony,Public Order,Parole,1,New
White,Male,4,Felony,Property,,0,
White,Male,4,Felony,Public Order,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
Black,Male,1,Felony,Violent,,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,2,Felony,Violent,Parole,1,New
Black,Male,1,Felony,Violent,,0,
Black,Male,1,Felony,Drug,Parole,1,Tech
White,Male,1,Felony,Violent,,0,
White,Female,1,Felony,Drug,Parole,0,
White,Female,1,Felony,Violent,,0,
White,Male,1,Misdemeanor,Violent,Parole,0,
Hispanic,Male,1,Felony,Drug,,1,New
White,Female,3,Felony,Property,Parole,0,
Black,Male,3,Misdemeanor,Violent,,0,
White,Male,2,Felony,Property,Parole,0,
Black,Male,1,Felony,Drug,Parole,0,
White,Male,4,Misdemeanor,Public Order,,1,New
White,Male,1,Felony,Drug,Parole,0,
Black,Male,1,Felony,Drug,,0,
Black,Male,4,Felony,Drug,,0,
White,Male,2,Felony,Public Order,,0,
White,Male,1,Felony,Other,Parole,1,New
Black,Male,1,Other,Violent,,1,Tech
White,Female,2,Felony,Public Order,Parole,0,
Black,Male,1,Felony,Other,Parole,1,Tech
White,Male,2,Felony,Drug,,0,
White,Male,3,Felony,Public Order,Parole,0,
Asian,Male,4,Felony,Property,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Property,Parole,0,
White,Female,2,Felony,Property,,0,
Black,Male,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Property,Parole,0,
White,Male,3,Felony,Public Order,,0,
White,Male,2,Felony,Violent,,1,Tech
White,Male,2,Felony,Drug,Parole,1,Tech
White,Male,3,Felony,Drug,Parole,1,Tech
White,Male,2,Felony,Drug,Parole,0,
White,Male,2,Felony,Drug,Parole,1,Tech
White,Male,2,Felony,Drug,Parole,1,New
Hispanic,Male,2,Misdemeanor,Property,Parole,1,New
White,Male,1,Felony,Public Order,,0,
White,Male,4,Misdemeanor,Public Order,,0,
White,Male,2,Felony,Public Order,Parole,0,
White,Male,1,Misdemeanor,Drug,,0,
Black,Male,2,Felony,Property,Parole,0,
Black,Male,1,Misdemeanor,Violent,,0,
White,Female,2,Felony,Property,Parole,1,New
White,Male,1,Felony,Public Order,Parole,1,New
White,Male,1,Felony,Other,Parole,1,New
White,Male,1,Felony,Property,,0,
White,Male,1,Felony,Drug,Parole,1,Tech
White,Male,1,Felony,Drug,Parole,0,
Black,Female,3,Misdemeanor,Property,,0,
Black,Male,2,Felony,Drug,Parole,1,New
Black,Male,2,Felony,Drug,Parole,0,
White,Male,3,Felony,Violent,Parole,1,Tech
White,Male,1,Felony,Public Order,Parole,0,
White,Male,1,Felony,Property,Parole,1,Tech
White,Male,1,Misdemeanor,Violent,,0,
Native American,Female,1,Felony,Public Order,Parole,1,New
White,Male,1,Felony,Public Order,Parole,1,New
White,Male,2,Felony,Drug,Parole,0,
Black,Male,3,Felony,Public Order,,0,
Black,Male,1,Felony,Drug,,0,
White,Male,1,Felony,Drug,Parole,1,New
Hispanic,Male,2,Felony,Drug,,0,
White,Male,3,Felony,Other,Parole,1,New
White,Male,2,Misdemeanor,Public Order,Parole,1,New
Black,Male,1,Felony,Drug,,0,
Black,Male,2,Felony,Drug,,1,New
Black,Male,1,Misdemeanor,Drug,Parole,0,
Hispanic,Male,2,Felony,Violent,,0,
White,Male,1,Felony,Drug,,0,
Hispanic,Male,1,Misdemeanor,Public Order,,1,New
White,Female,2,Misdemeanor,Public Order,,0,
White,Male,2,Misdemeanor,Public Order,,0,
White,Male,4,Felony,Public Order,,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,4,Felony,Violent,,1,New
White,Male,2,Misdemeanor,Drug,,0,
White,Male,2,Felony,Drug,Parole,1,New
White,Male,2,Felony,Other,,0,
White,Male,1,Felony,Other,Parole,0,
White,Male,2,Felony,Drug,Parole,0,
Black,Male,1,Felony,Violent,Parole,1,Tech
Black,Male,1,Misdemeanor,Drug,,0,
White,Male,1,Misdemeanor,Property,,0,
White,Female,2,Felony,Property,,0,
Hispanic,Male,2,Felony,Property,,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Felony,Drug,Parole,1,New
Black,Male,1,Felony,Drug,,0,
White,Male,3,Felony,Property,Parole,0,
White,Male,3,Felony,Drug,Parole,1,New
Black,Male,2,Felony,Public Order,Parole,1,New
White,Male,2,Felony,Violent,Parole,0,
Black,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Felony,Violent,,0,
White,Female,1,Felony,Violent,Parole,0,
White,Male,2,Felony,Drug,Parole,0,
White,Female,3,Felony,Drug,Parole,0,
White,Male,1,Felony,Property,,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,2,Felony,Other,Parole,1,New
White,Male,1,Misdemeanor,Violent,,0,
White,Male,1,Felony,Drug,Parole,0,
Black,Male,2,Felony,Drug,Parole,0,
Black,Male,1,Felony,Drug,Parole,0,
Black,Male,1,Felony,Drug,,0,
Black,Male,1,Felony,Other,Parole,0,
Black,Male,1,Felony,Public Order,,1,New
White,Male,1,Felony,Drug,Parole,1,New
Black,Female,1,Felony,Drug,Parole,0,
Black,Male,3,Felony,Other,,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,Parole,1,Tech
Black,Male,1,Felony,Property,Parole,0,
White,Male,1,Felony,Property,,0,
Black,Male,1,Felony,Other,,0,
Black,Male,2,Felony,Violent,,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,Parole,0,
Black,Female,2,Felony,Drug,Parole,0,
Black,Male,3,Felony,Drug,Parole,0,
Hispanic,Male,1,Felony,Violent,Parole,0,
White,Male,3,Felony,Drug,Parole,1,Tech
Black,Female,3,Felony,Property,Parole,0,
White,Male,2,Felony,Property,Parole,0,
White,Male,3,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,Parole,0,
Black,Male,1,Felony,Drug,Parole,0,
White,Male,3,Misdemeanor,Public Order,,0,
White,Male,1,Felony,Violent,Parole,1,New
Black,Male,1,Misdemeanor,Public Order,Parole,1,New
White,Male,2,Felony,Drug,Parole,1,Tech
Hispanic,Male,3,Felony,Property,,0,
White,Male,1,Felony,Public Order,,0,
White,Male,2,Felony,Drug,Parole,1,New
White,Male,1,Felony,Drug,,1,New
White,Male,1,Felony,Public Order,Parole,1,New
White,Male,1,Felony,Violent,Parole,1,New
White,Male,1,Felony,Other,Parole,0,
White,Male,1,Misdemeanor,Drug,,0,
White,Male,1,Felony,Drug,,0,
White,Male,1,Misdemeanor,Violent,,0,
Black,Male,2,Felony,Drug,Parole,1,New
White,Male,1,Felony,Violent,,0,
White,Male,1,Misdemeanor,Violent,,0,
White,Male,1,Felony,Violent,Parole,0,
Black,Male,1,Felony,Drug,Parole,1,New
Hispanic,Female,1,Felony,Property,Parole,0,
White,Female,1,Felony,Property,Parole,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Property,Parole,1,New
Hispanic,Male,2,Felony,Public Order,Parole,0,
White,Female,1,Felony,Drug,Parole,0,
Asian,Female,2,Felony,Drug,Parole,1,New
White,Male,1,Felony,Violent,Parole,0,
Hispanic,Male,2,Felony,Drug,Parole,1,Tech
White,Male,3,Felony,Public Order,Parole,1,New
White,Male,2,Felony,Drug,Parole,0,
Black,Male,1,Felony,Violent,Parole,0,
White,Male,1,Felony,Property,,0,
White,Female,3,Felony,Drug,Parole,0,
White,Male,1,Felony,Other,Parole,0,
Black,Female,1,Felony,Property,Parole,0,
White,Male,1,Felony,Drug,Parole,1,New
Black,Male,2,Felony,Drug,Parole,0,
White,Male,1,Felony,Public Order,,0,
Black,Male,1,Felony,Other,Parole,1,New
Black,Male,1,Felony,Drug,Parole,1,Tech
Hispanic,Male,2,Felony,Public Order,Parole,1,New
White,Female,3,Felony,Public Order,Parole,0,
White,Male,1,Felony,Violent,,1,Tech
Black,Male,1,Felony,Drug,,0,
White,Male,1,Felony,Drug,Parole,0,
Hispanic,Male,1,Felony,Property,Parole,0,
Hispanic,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Felony,Property,,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,4,Felony,Violent,Parole,0,
Black,Male,4,Felony,Other,Parole,1,New
Native American,Male,3,Felony,Other,,1,New
Hispanic,Male,0,Felony,Property,Parole,0,
White,Male,1,Misdemeanor,Other,,1,Tech
White,Male,0,Misdemeanor,Violent,Parole,0,
White,Male,2,Felony,Public Order,Parole,0,
White,Male,1,Felony,Property,Parole,0,
White,Male,1,Misdemeanor,Other,,1,Tech
White,Male,1,Felony,Violent,,0,
Black,Male,0,Felony,Violent,Parole,1,New
White,Male,2,Felony,Drug,,1,Tech
White,Male,1,Felony,Property,Parole,1,New
White,Female,3,Felony,Drug,Parole,1,New
Black,Male,2,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,,0,
Black,Male,2,Felony,Property,,0,
White,Male,1,Misdemeanor,Other,,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,2,Felony,Drug,Parole,0,
Black,Male,2,Felony,Property,Parole,1,New
White,Male,1,Felony,Violent,,0,
Asian,Female,0,Felony,Property,Parole,1,New
Asian,Female,0,Felony,Property,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,2,Felony,Property,Parole,0,
Native American,Female,1,Misdemeanor,Violent,Parole,1,New
White,Female,2,Felony,Drug,,0,
White,Female,1,Misdemeanor,Public Order,Parole,1,New
White,Male,4,Felony,Drug,,0,
White,Female,2,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Felony,Public Order,,0,
Hispanic,Male,2,Felony,Property,,0,
Black,Male,1,Felony,Violent,,0,
Black,Male,1,Felony,Property,Parole,0,
Black,Male,4,Felony,Drug,Parole,0,
White,Female,3,Felony,Public Order,,0,
White,Male,0,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,,0,
Hispanic,Male,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,3,Felony,Property,Parole,0,
Black,Male,1,Felony,Property,Parole,1,New
White,Male,3,Felony,Public Order,Parole,0,
White,Female,1,Felony,Property,Parole,0,
White,Male,1,Felony,Public Order,Parole,0,
Asian,Male,3,Felony,Violent,,0,
White,Male,0,Misdemeanor,Drug,Parole,0,
Black,Male,0,Felony,Other,,0,
White,Female,0,Misdemeanor,Public Order,,0,
Hispanic,Male,1,Felony,Violent,Parole,0,
White,Male,0,Felony,Property,Parole,0,
White,Male,2,Felony,Violent,,1,New
White,Female,1,Felony,Drug,Parole,1,New
Black,Male,1,Felony,Property,,0,
Black,Male,0,Felony,Property,Parole,1,New
Black,Male,0,Felony,Property,Parole,1,New
Native American,Female,1,Felony,Violent,Parole,1,Tech
Native American,Female,1,Felony,Violent,Parole,1,Tech
White,Male,1,Felony,Drug,,0,
White,Male,1,Felony,Violent,,0,
White,Male,1,Felony,Property,,0,
Native American,Male,1,Felony,Public Order,,0,
Hispanic,Male,0,Felony,Property,,1,Tech
Black,Male,1,Misdemeanor,Property,,1,Tech
White,Male,2,Felony,Violent,,0,
White,Male,0,Felony,Public Order,Parole,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Misdemeanor,Property,Parole,1,New
White,Male,1,Misdemeanor,Property,,0,
Hispanic,Male,1,Felony,Drug,,0,
Black,Male,0,Felony,Other,Parole,1,Tech
White,Male,2,Felony,Violent,Parole,1,New
Native American,Male,1,Felony,Violent,Parole,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Property,Parole,1,New
White,Male,2,Felony,Public Order,Parole,0,
White,Male,1,Felony,Property,Parole,0,
Asian,Female,0,Felony,Property,,0,
Black,Male,0,Felony,Property,Parole,1,New
White,Male,4,Felony,Other,Parole,0,
Black,Male,2,Felony,Violent,Parole,0,
White,Male,1,Misdemeanor,Violent,Parole,1,New
White,Female,1,Misdemeanor,Property,,0,
White,Female,2,Felony,Property,Parole,1,Tech
White,Female,2,Felony,Property,,0,
White,Female,1,Felony,Drug,Parole,1,New
Black,Male,2,Felony,Violent,,0,
White,Male,2,Felony,Property,,0,
Black,Male,1,Felony,Property,Parole,1,New
Black,Male,1,Misdemeanor,Property,,0,
White,Male,0,Misdemeanor,Other,,1,New
Hispanic,Male,1,Felony,Drug,Parole,1,New
Black,Male,4,Felony,Violent,Parole,0,
White,Male,1,Misdemeanor,Violent,Parole,0,
White,Female,2,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,1,Misdemeanor,Violent,,0,
White,Female,0,Misdemeanor,Public Order,Parole,0,
White,Male,0,Felony,Property,Parole,0,
White,Male,2,Misdemeanor,Violent,,0,
Black,Male,0,Misdemeanor,Violent,,0,
White,Male,0,Felony,Property,,0,
White,Male,3,Misdemeanor,Property,Parole,0,
Black,Male,1,Felony,Violent,,0,
Hispanic,Female,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Public Order,Parole,1,New
White,Male,1,Felony,Violent,,1,Tech
Black,Male,0,Felony,Drug,Parole,0,
White,Male,1,Misdemeanor,Violent,,1,Tech
White,Male,0,Misdemeanor,Property,Parole,0,
White,Male,1,Felony,Property,Parole,0,
Hispanic,Male,2,Felony,Violent,,0,
White,Male,1,Felony,Drug,Parole,0,
Black,Male,1,Felony,Property,,1,New
Black,Male,1,Felony,Property,Parole,1,New
White,Male,2,Felony,Other,Parole,1,Tech
Black,Male,0,Felony,Property,Parole,1,New
White,Male,0,Misdemeanor,Property,,1,New
Black,Male,2,Other,Violent,,0,
Black,Female,0,Felony,Property,Parole,1,Tech
White,Male,2,Misdemeanor,Other,,0,
White,Male,2,Misdemeanor,Violent,,0,
Black,Male,0,Misdemeanor,Property,,1,New
White,Female,3,Felony,Violent,Parole,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Female,2,Felony,Property,Parole,0,
White,Male,3,Felony,Violent,,0,
Hispanic,Female,1,Felony,Violent,Parole,0,
White,Female,0,Misdemeanor,Violent,,0,
White,Female,3,Felony,Drug,Parole,0,
Black,Male,0,Felony,Drug,,0,
Black,Male,1,Felony,Drug,Parole,1,New
White,Male,3,Felony,Violent,,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Misdemeanor,Other,,1,New
White,Male,3,Felony,Property,Parole,1,New
Black,Male,2,Misdemeanor,Violent,,0,
White,Male,0,Felony,Drug,Parole,0,
White,Male,0,Felony,Violent,Parole,0,
White,Male,0,Felony,Property,Parole,0,
Black,Male,0,Felony,Property,Parole,0,
White,Male,1,Misdemeanor,Public Order,Parole,1,New
White,Male,1,Misdemeanor,Public Order,Parole,0,
Black,Male,0,Felony,Drug,Parole,0,
Black,Male,1,Felony,Drug,Parole,0,
Black,Male,2,Felony,Violent,Parole,0,
Black,Male,4,Misdemeanor,Public Order,Parole,0,
White,Male,4,Felony,Property,,0,
Hispanic,Female,2,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,1,Felony,Violent,Parole,0,
White,Male,0,Felony,Property,,0,
White,Male,1,Misdemeanor,Property,Parole,1,Tech
Black,Female,2,Felony,Violent,Parole,1,New
White,Male,0,Felony,Property,,0,
White,Male,0,Felony,Violent,,0,
Native American,Male,1,Misdemeanor,Violent,,0,
Black,Female,1,Felony,Drug,Parole,1,Tech
Black,Female,2,Misdemeanor,Violent,Parole,0,
White,Male,1,Felony,Property,,0,
White,Male,2,Felony,Other,,0,
White,Male,2,Felony,Public Order,,0,
Black,Male,3,Felony,Drug,,0,
White,Male,1,Felony,Violent,,1,Tech
White,Male,1,Felony,Public Order,,0,
White,Male,0,Felony,Property,Parole,0,
White,Male,2,Felony,Drug,Parole,1,New
White,Male,3,Felony,Public Order,Parole,0,
White,Male,1,Other,Violent,,0,
Hispanic,Male,1,Misdemeanor,Public Order,,0,
White,Male,1,Felony,Violent,,0,
White,Male,2,Felony,Property,Parole,0,
Black,Male,1,Felony,Property,Parole,1,New
Black,Male,1,Felony,Property,Parole,1,New
Black,Male,1,Felony,Property,,0,
White,Male,1,Felony,Drug,,0,
White,Male,2,Felony,Other,Parole,0,
White,Male,0,Misdemeanor,Violent,,0,
White,Female,2,Felony,Violent,Parole,0,
Black,Male,3,Felony,Drug,Parole,1,New
White,Male,0,Misdemeanor,Property,Parole,1,Tech
White,Female,3,Felony,Property,Parole,0,
White,Male,3,Felony,Property,,0,
Black,Male,0,Misdemeanor,Violent,,1,New
Black,Female,1,Misdemeanor,Drug,,0,
White,Male,4,Felony,Public Order,Parole,1,Tech
White,Male,3,Felony,Violent,,0,
White,Male,1,Felony,Drug,,0,
Hispanic,Male,2,Felony,Violent,,0,
White,Male,0,Felony,Drug,Parole,0,
White,Female,2,Felony,Public Order,Parole,0,
Black,Male,0,Felony,Property,,0,
White,Male,1,Felony,Violent,,1,New
White,Male,1,Misdemeanor,Property,,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,3,Misdemeanor,Violent,,0,
White,Male,0,Felony,Drug,,0,
White,Male,0,Felony,Public Order,Parole,0,
White,Female,2,Felony,Drug,Parole,0,
White,Female,0,Felony,Drug,Parole,0,
White,Female,1,Felony,Property,,0,
White,Male,0,Felony,Violent,,0,
Black,Male,2,Felony,Violent,,0,
Hispanic,Male,1,Felony,Public Order,Parole,0,
Black,Male,1,Misdemeanor,Public Order,Parole,0,
White,Male,0,Felony,Property,Parole,0,
Black,Male,2,Misdemeanor,Violent,,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,0,Felony,Public Order,,0,
Hispanic,Male,3,Felony,Public Order,,0,
White,Male,1,Felony,Violent,Parole,1,New
White,Male,2,Felony,Drug,Parole,0,
White,Male,0,Felony,Violent,Parole,1,New
Hispanic,Male,1,Felony,Drug,Parole,1,New
White,Female,1,Felony,Property,Parole,1,New
Hispanic,Male,3,Felony,Violent,,0,
Hispanic,Male,1,Misdemeanor,Violent,,1,New
White,Male,1,Felony,Property,Parole,1,Tech
White,Male,1,Felony,Property,Parole,1,Tech
Hispanic,Male,1,Felony,Violent,,0,
White,Male,0,Felony,Property,Parole,1,Tech
White,Male,0,Felony,Property,,0,
White,Male,1,Misdemeanor,Drug,,1,New
White,Male,3,Felony,Public Order,Parole,1,New
White,Female,2,Misdemeanor,Property,Parole,0,
White,Male,0,Misdemeanor,Other,,1,Tech
White,Male,1,Misdemeanor,Public Order,,0,
Black,Female,1,Felony,Violent,Parole,0,
Black,Male,1,Felony,Drug,Parole,1,Tech
White,Male,1,Misdemeanor,Public Order,,0,
White,Male,1,Misdemeanor,Property,,0,
White,Male,0,Felony,Property,,0,
White,Male,2,Felony,Public Order,Parole,1,New
White,Male,1,Felony,Property,,0,
White,Male,3,Felony,Other,Parole,0,
White,Male,1,Felony,Drug,,0,
White,Male,0,Other,Violent,Parole,1,Tech
White,Male,0,Felony,Property,Parole,1,New
White,Male,1,Felony,Public Order,,0,
White,Female,1,Felony,Public Order,Parole,0,
White,Male,1,Felony,Property,Parole,1,New
Black,Female,3,Misdemeanor,Property,,0,
White,Male,0,Felony,Other,Parole,0,
Hispanic,Male,1,Felony,Drug,,0,
White,Male,0,Felony,Drug,Parole,1,Tech
White,Male,1,Felony,Property,Parole,1,New
White,Male,2,Felony,Drug,Parole,1,New
White,Male,0,Felony,Drug,Parole,1,New
White,Female,1,Felony,Other,Parole,1,New
Black,Male,1,Misdemeanor,Violent,Parole,0,
White,Female,1,Felony,Drug,Parole,0,
White,Male,2,Felony,Violent,Parole,0,
Black,Male,0,Misdemeanor,Property,,0,
White,Male,0,Misdemeanor,Violent,,1,Tech
Black,Male,1,Felony,Violent,,0,
White,Male,1,Felony,Drug,Parole,1,New
Black,Male,2,Felony,Drug,Parole,1,New
White,Male,2,Felony,Drug,Parole,0,
White,Female,1,Felony,Property,Parole,1,New
Black,Male,1,Felony,Drug,Parole,1,New
Black,Male,0,Felony,Property,Parole,0,
Black,Female,0,Misdemeanor,Property,,0,
White,Female,0,Felony,Violent,Parole,0,
White,Male,0,Felony,Public Order,Parole,0,
White,Female,1,Felony,Property,Parole,0,
Black,Male,0,Felony,Property,,0,
White,Male,1,Felony,Public Order,Parole,0,
White,Male,0,Felony,Property,,0,
White,Male,0,Felony,Violent,,0,
White,Male,1,Felony,Drug,Parole,0,
White,Male,1,Felony,Drug,Parole,0,
White,Female,3,Felony,Property,Parole,1,Tech
Asian,Male,0,Felony,Violent,,0,
White,Male,4,Felony,Public Order,,0,
Hispanic,Male,1,Felony,Property,Parole,0,
Black,Male,0,Felony,Drug,,0,
White,Male,1,Misdemeanor,Other,,0,
White,Male,0,Felony,Property,Parole,0,
White,Male,0,Felony,Property,Parole,0,
White,Male,1,Misdemeanor,Violent,,0,
White,Male,2,Felony,Public Order,Parole,1,New
Native American,Male,0,Misdemeanor,Violent,,1,Tech
White,Male,4,Felony,Property,Parole,1,Tech
White,Male,0,Felony,Violent,Parole,1,New
White,Male,1,Misdemeanor,Property,,0,
White,Male,0,Misdemeanor,Violent,Parole,1,New
White,Female,2,Felony,Drug,Parole,0,
White,Female,2,Felony,Drug,Parole,0,
Native American,Male,2,Felony,Public Order,,0,
Black,Male,1,Felony,Property,,0,
White,Male,1,Felony,Property,Parole,0,
White,Male,2,Misdemeanor,Other,,0,
White,Male,1,Felony,Drug,,0,
White,Male,4,Felony,Drug,,0,
White,Male,1,Felony,Drug,Parole,1,New
Black,Male,0,Felony,Drug,Parole,1,New
White,Female,2,Misdemeanor,Violent,Parole,0,
White,Male,1,Misdemeanor,Public Order,,0,
White,Male,2,Felony,Public Order,Parole,0,
White,Female,4,Felony,Violent,Parole,0,
White,Male,0,Misdemeanor,Violent,,0,
Hispanic,Male,1,Felony,Violent,,0,
Asian,Male,1,Felony,Property,,0,
White,Male,3,Felony,Violent,Parole,0,
White,Female,0,Misdemeanor,Public Order,,0,
White,Male,0,Felony,Property,Parole,1,New
White,Male,1,Misdemeanor,Public Order,Parole,0,
White,Male,1,Felony,Drug,Parole,1,New
White,Male,0,Felony,Property,,0,
White,Female,1,Felony,Drug,,1,New
White,Male,2,Felony,Property,,0,
White,Male,1,Felony,Property,Parole,1,New
White,Male,1,Felony,Drug,Parole,1,Tech
Black,Male,0,Felony,Violent,Parole,0,
White,Male,0,Felony,Public Order,,1,New
White,Male,0,Misdemeanor,Property,,0,
White,Female,1,Felony,Drug,Parole,1,Tech
White,Female,1,Misdemeanor,Drug,Parole,0,
Black,Male,2,Misdemeanor,Public Order,,0,
White,Male,1,Felony,Other,Parole,1,New
White,Male,1,Misdemeanor,Public Order,Parole,1,Tech
Black,Male,1,Felony,Drug,,0,
Black,Male,0,Felony,Violent,,0,
White,Male,1,Felony,Public Order,Parole,0,
White,Male,1,Felony,Public Order,Parole,0,
White,Female,0,Felony,Public Order,Parole,1,New
White,Male,1,Misdemeanor,Other,,1,Tech
White,Male,1,Felony,Violent,Parole,0,
White,Female,1,Felony,Drug,Parole,1,Tech
White,Male,1,Felony,Drug,Parole,1,New
White,Male,0,Misdemeanor,Property,,0,
White,Female,2,Felony,Property,Parole,0,
Black,Male,2,Felony,Property,,0,
